AliphaticInd,Aromaticity,BomanInd,Charge,ChargeDensity,HydrophRatio,InstabilityInd,Length,pI
124.54545454545455,0.09090909090909091,4.840000000000001,5.99,0.004198323474165242,0.5454545454545454,148.25454545454545,11.0,13.9140625
84.66666666666667,0.2,2.043333333333334,7.986,0.004020115680263376,0.3333333333333333,5.379999999999999,15.0,13.59765625
0.0,0.3333333333333333,5.330000000000001,6.99,0.00269481508325398,0.0,155.9111111111111,18.0,13.955078125
174.2857142857143,0.07142857142857142,-0.5650000000000001,3.988,0.0024987155549429205,0.5,-13.564285714285717,14.0,13.078125
148.9473684210526,0.05263157894736842,-1.4636842105263157,1.031,0.0005539317874105435,0.6842105263157895,20.810526315789478,19.0,10.025390625
119.13043478260869,0.13043478260869565,-0.7934782608695652,2.031,0.0008296738086970731,0.6521739130434783,10.556521739130435,23.0,10.708984375
41.05263157894736,0.3157894736842105,2.29421052631579,7.985,0.0032983464895431887,0.3157894736842105,35.084210526315786,19.0,12.4462890625
75.38461538461539,0.15384615384615385,0.49923076923076937,3.114,0.0010925319093696717,0.4230769230769231,15.780769230769227,26.0,10.98681640625
121.66666666666664,0.08333333333333333,1.685833333333333,4.987,0.003353957898984464,0.4166666666666667,-32.49166666666667,12.0,11.27880859375
64.99999999999999,0.3333333333333333,2.5958333333333337,4.989,0.002804148048225276,0.16666666666666666,131.93333333333337,12.0,13.80078125
0.0,0.5,2.2275,8.977,0.0036791737535605243,0.0,9.375,16.0,10.8184814453125
0.0,0.45454545454545453,4.195454545454545,4.99,0.0029580361959298846,0.0,168.89090909090908,11.0,13.86328125
195.0,0.0,0.31499999999999984,8.985,0.00461318080998932,0.5,-70.21874999999999,16.0,13.296875
179.16666666666663,0.0,-0.48833333333333334,3.988,0.003114043649709132,0.6666666666666666,2.091666666666667,12.0,13.078125
164.375,0.0625,-1.3375,1.989,0.0012439179977235487,0.625,14.1875,16.0,10.708984375
163.33333333333331,0.05555555555555555,-0.8311111111111111,5.987,0.0030709965991803155,0.6666666666666666,-18.855555555555558,18.0,13.1875
167.77777777777777,0.0,-1.051111111111111,4.03,0.0021028244637275825,0.6111111111111112,11.249999999999996,18.0,13.078125
210.0,0.07692307692307693,-0.6938461538461541,5.987,0.0036590434049210987,0.5384615384615384,-20.461538461538463,13.0,13.1875
195.0,0.0,-0.9749999999999999,0.99,0.0006618266415306245,0.5,24.67142857142857,14.0,10.025390625
149.33333333333331,0.06666666666666667,0.16599999999999993,5.987,0.003368592809317504,0.4666666666666667,5.460000000000001,15.0,13.1875
202.30769230769232,0.07692307692307693,-2.1015384615384622,2.989,0.0021200836968471824,0.6153846153846154,6.207692307692311,13.0,13.0
97.40740740740739,0.1111111111111111,0.3625925925925926,4.985,0.001765014127194318,0.4444444444444444,-5.011111111111111,27.0,10.90625
121.5,0.15,3.707,7.989,0.003020119005315168,0.5,15.655,20.0,12.8037109375
170.41666666666666,0.08333333333333333,2.2383333333333333,8.988,0.0029606108318565414,0.5416666666666666,48.43750000000001,24.0,12.80712890625
111.42857142857142,0.0,1.922857142857143,1.408,0.0007647726593774273,0.2857142857142857,138.70000000000002,14.0,12.25
92.22222222222221,0.1111111111111111,2.076111111111111,6.986,0.0033937497874655695,0.2777777777777778,63.37777777777779,18.0,12.4365234375
52.66666666666667,0.13333333333333333,4.885999999999999,6.988,0.0038499256239325663,0.3333333333333333,110.78,15.0,12.796875
60.0,0.38461538461538464,0.8192307692307691,3.989,0.002331235280022909,0.5384615384615384,145.43846153846155,13.0,13.7109375
177.27272727272725,0.0,5.901818181818182,6.99,0.004598896001789556,0.45454545454545453,113.23636363636363,11.0,13.955078125
158.09523809523807,0.047619047619047616,-0.44714285714285723,5.985,0.002567567567567568,0.47619047619047616,13.233333333333336,21.0,11.310546875
141.81818181818184,0.0,-0.05818181818181823,4.834,0.004029642967297705,0.45454545454545453,11.163636363636366,11.0,11.1572265625
117.89473684210525,0.0,4.866315789473684,8.989,0.00380097424014343,0.3684210526315789,127.55789473684209,19.0,14.01953125
98.33333333333331,0.08333333333333333,0.1708333333333333,3.03,0.0023699462655747705,0.5,-22.266666666666666,12.0,13.0
137.64705882352942,0.17647058823529413,-0.9929411764705882,3.988,0.0020908042361329556,0.5882352941176471,-21.100000000000005,17.0,13.078125
138.18181818181816,0.0,-0.5322727272727275,6.986,0.003274094070449731,0.5909090909090909,-21.32727272727273,22.0,13.234375
179.16666666666669,0.0,-1.120833333333333,3.988,0.0032592350441320696,0.5833333333333334,-26.208333333333336,12.0,13.078125
4.761904761904762,0.23809523809523808,4.671904761904762,12.986,0.00446481371969249,0.047619047619047616,113.4190476190476,21.0,13.92578125
67.6923076923077,0.23076923076923078,2.985384615384615,4.99,0.002986217916110616,0.46153846153846156,142.83846153846156,13.0,13.86328125
173.57142857142856,0.0,0.040000000000000036,6.986,0.0043850233813514106,0.5,-39.335714285714296,14.0,13.234375
78.4,0.08,0.3491999999999999,6.986,0.0027492463774960057,0.44,8.808000000000002,25.0,13.234375
131.76470588235296,0.058823529411764705,1.2111764705882353,4.987,0.0025477414147193757,0.4117647058823529,0.8588235294117631,17.0,11.27880859375
104.0,0.0,4.4946666666666655,6.988,0.003716349170894626,0.26666666666666666,3.4000000000000012,15.0,11.95361328125
124.54545454545455,0.18181818181818182,3.2127272727272724,4.99,0.0035196614353729502,0.6363636363636364,44.10909090909091,11.0,13.86328125
152.0,0.04,-0.7915999999999996,3.072,0.0011652960276757808,0.56,19.908,25.0,10.98681640625
195.0,0.0,5.0,8.989,0.0041390011879656316,0.5,152.575,16.0,14.01953125
181.42857142857142,0.0,0.6807142857142855,6.987,0.004272897950696861,0.5714285714285714,29.764285714285716,14.0,13.58984375
132.14285714285714,0.07142857142857142,-0.14357142857142863,2.989,0.001957586712773761,0.35714285714285715,13.642857142857144,14.0,10.98681640625
172.30769230769232,0.07692307692307693,-1.9761538461538466,2.989,0.002153721997651009,0.6153846153846154,-36.484615384615395,13.0,13.0
124.0909090909091,0.045454545454545456,0.23590909090909096,6.986,0.0029728165585797203,0.45454545454545453,-6.163636363636363,22.0,11.4521484375
141.1111111111111,0.05555555555555555,-0.021666666666666626,1.282,0.0006023134096952727,0.4444444444444444,31.038888888888888,18.0,12.25
116.0,0.0,1.7140000000000002,9.985,0.00565600607234703,0.4,-20.986666666666665,15.0,13.3125
106.8,0.04,-0.43759999999999993,6.986,0.0029378493059089208,0.72,3.5880000000000005,25.0,13.234375
158.125,0.0625,-1.0118749999999999,1.989,0.0012315941993089699,0.5625,-5.9375,16.0,10.708984375
60.83333333333332,0.125,1.2850000000000001,8.873,0.0030888393789598274,0.3333333333333333,42.82916666666668,24.0,11.5185546875
195.0,0.0,1.2699999999999998,8.989,0.0023324000965238446,0.5,57.83749999999999,32.0,14.01953125
139.6153846153846,0.0,-0.8150000000000001,6.986,0.0028559864927292125,0.6153846153846154,-19.77307692307693,26.0,13.234375
129.99999999999997,0.3333333333333333,2.5566666666666666,5.99,0.002610249259194701,0.3333333333333333,72.47999999999999,15.0,13.9140625
0.0,0.3,6.44,5.682,0.0037287379252414956,0.3,180.84,10.0,12.27587890625
188.57142857142853,0.0,-0.8992857142857142,3.988,0.002722388711780407,0.7142857142857143,10.914285714285715,14.0,13.078125
