AliphaticInd,Aromaticity,BomanInd,Charge,ChargeDensity,HydrophRatio,InstabilityInd,Length,pI
117.0,0.2,5.518000000000001,5.99,0.003967281518031593,0.3,180.84,10.0,13.9140625
157.69230769230768,0.15384615384615385,-1.5592307692307692,1.115,0.0007565631000766741,0.6153846153846154,45.9923076923077,13.0,12.25
108.0,0.0,-0.050000000000000065,6.986,0.0036896977891390003,0.5,-24.460000000000004,20.0,13.234375
98.09523809523809,0.09523809523809523,0.17809523809523795,6.986,0.0031024482962291886,0.47619047619047616,6.461904761904756,21.0,13.234375
133.63636363636363,0.0,-0.2954545454545456,6.986,0.0032497255456524574,0.5454545454545454,-21.32727272727273,22.0,13.234375
234.0,0.0,-0.732,6.986,0.0038714325297866444,0.6,-47.266666666666666,15.0,13.234375
121.66666666666664,0.08333333333333333,4.0825,4.989,0.0030988155058789915,0.3333333333333333,48.516666666666666,12.0,12.4228515625
60.0,0.38461538461538464,2.766153846153846,4.99,0.0026609927262643716,0.38461538461538464,126.9846153846154,13.0,13.86328125
108.84615384615387,0.07692307692307693,1.830384615384615,11.028,0.003588804024875606,0.4230769230769231,33.042307692307695,26.0,13.81640625
156.66666666666666,0.06666666666666667,-0.8200000000000001,2.989,0.0018858044164037854,0.6666666666666666,-7.6466666666666665,15.0,10.98681640625
159.4736842105263,0.05263157894736842,-0.6647368421052631,5.987,0.0029181248354990595,0.631578947368421,-2.494736842105263,19.0,13.1875
168.66666666666666,0.0,-1.5433333333333332,1.989,0.0013728602981778024,0.4666666666666667,17.16,15.0,12.84375
56.315789473684205,0.05263157894736842,6.119473684210526,8.029,0.003234995487364621,0.15789473684210525,83.17894736842106,19.0,12.5029296875
248.18181818181816,0.0,-1.4363636363636365,1.157,0.000852176474920822,0.6363636363636364,9.09090909090909,11.0,12.25
124.54545454545456,0.18181818181818182,-0.7245454545454547,3.988,0.0031312322356746914,0.6363636363636364,-27.727272727272727,11.0,13.078125
125.0,0.14285714285714285,0.39571428571428574,-0.01,-6.274352329980738e-06,0.42857142857142855,29.392857142857146,14.0,6.75
210.00000000000003,0.0,-1.5807692307692305,0.99,0.0007254235301014127,0.6153846153846154,10.984615384615388,13.0,10.025390625
0.0,0.5,6.295,5.99,0.0034644102694605587,0.0,295.4,10.0,13.9140625
46.52173913043478,0.13043478260869565,1.5695652173913042,9.027,0.0033268714803785706,0.2608695652173913,12.652173913043473,23.0,13.296875
97.6923076923077,0.15384615384615385,2.32,6.987,0.004151145174226896,0.38461538461538464,66.5846153846154,13.0,13.72265625
217.69230769230768,0.0,-1.9830769230769232,1.989,0.001533952878571704,0.6153846153846154,-3.8307692307692314,13.0,12.84375
150.76923076923077,0.0,-1.0999999999999999,2.989,0.0024671690700035494,0.6153846153846154,-10.361538461538462,13.0,13.0
162.50000000000003,0.0,4.062499999999999,6.988,0.004465147187557908,0.4166666666666667,43.16666666666667,12.0,13.8671875
60.0,0.16,-0.2047999999999999,6.986,0.002816969560115647,0.72,3.5880000000000005,25.0,13.234375
109.11764705882354,0.029411764705882353,0.8399999999999996,8.986,0.00254463590411599,0.47058823529411764,23.297058823529415,34.0,11.75
195.0,0.0,0.954,4.988,0.0040730669671655935,0.5,16.130000000000003,10.0,13.57421875
156.0,0.2,-0.21400000000000013,4.987,0.0036810404641343985,0.4,8.209999999999999,10.0,13.140625
74.4,0.12,0.622,5.985,0.0022799218312514998,0.4,8.456000000000001,25.0,11.310546875
108.85714285714286,0.05714285714285714,0.144,7.984,0.0021569226031116526,0.45714285714285713,2.9628571428571404,35.0,11.174560546875
212.7272727272727,0.09090909090909091,-0.8772727272727273,4.987,0.0035752179398944716,0.5454545454545454,-10.563636363636364,11.0,13.140625
248.18181818181816,0.0,2.294545454545454,4.99,0.003480068067062795,0.6363636363636364,96.18181818181819,11.0,13.86328125
108.8235294117647,0.058823529411764705,3.077058823529412,7.988,0.0038008050778908105,0.4117647058823529,64.93529411764706,17.0,13.869140625
195.0,0.0,0.6030000000000001,4.988,0.004225041928543598,0.5,16.129999999999995,10.0,13.57421875
0.0,0.35714285714285715,4.264285714285713,5.99,0.003116075097930073,0.35714285714285715,102.82857142857144,14.0,13.9140625
